movie_title,wiki_summary
Undisputed II: Last Man Standing (2006),"Undisputed II: Last Man Standing is a 2006 American direct-to-video martial arts film directed by Isaac Florentine and starring Michael Jai White, Scott Adkins, Eli Danker and Ben Cross."
Unedited Footage of a Bear (2014),"Infomercials is an umbrella title for independent, quarter-hour television comedy specials airing on Adult Swim."
Unfaithfully Yours (1948),"Unfaithfully Yours is a 1948 American screwball black comedy film written and directed by Preston Sturges, and starring Rex Harrison, Linda Darnell, Rudy Vallée and Barbara Lawrence."
Unfinished Business (2015),Unfinished Business is a 2015 American comedy film directed by Ken Scott and written by Steven Conrad.
"Unfinished Life, An (2005)","An Unfinished Life is a 2005 American drama film directed by Lasse Hallström, and based on the Mark Spragg novel of the same name."
Unforgettable (1996),Unforgettable is a 1996 science fiction thriller film directed by John Dahl and starring Ray Liotta and Linda Fiorentino.
"Unforgettable Summer, An (Un été inoubliable) (1994)",An Unforgettable Summer (French: Un été inoubliable; Romanian: O vară de neuitat) is a 1994 drama film directed and produced by Lucian Pintilie.
Unforgiven (1992),Unforgiven is a 1992 American Western film produced and directed by Clint Eastwood.
Unforgiven (2013),"Unforgiven (許されざる者, Yurusarezaru Mono) is a 2013 Japanese jidaigeki Western film written and directed by Lee Sang-il."
"Unforgiven, The (1960)","The Unforgiven is a 1960 American Western film directed by John Huston, and starring Burt Lancaster and Audrey Hepburn."
Unicorn City (2012),"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead."
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",The Unintentional Kidnapping of Mrs.
"Uninvited, The (2009)","The Uninvited is a 2009 American psychological horror film directed by the Guard Brothers and starring Emily Browning, Elizabeth Banks, Arielle Kebbel, and David Strathairn."
"Union: The Business Behind Getting High, The (2007)","The Union: The Business Behind Getting High is a 2007 Canadian documentary film directed by Brett Harvey and starring Joe Rogan, Norm Stamper, Chris Bennett, Tommy Chong, and Lester Grinspoon."
United 93 (2006),United 93 is a 2006 docudrama thriller film written and directed by Paul Greengrass.
"United States of Leland, The (2003)","The United States of Leland is a 2003 American drama film written and directed by Matthew Ryan Hoge that follows a meek teenage boy, the eponymous Leland, who has inexplicably committed a shocking murder."
Universal Soldier (1992),"Universal Soldier is a 1992 American military science-fiction action film directed by Roland Emmerich, produced by Allen Shapiro, Craig Baumgarten, and Joel B. Michaels, and written by Richard Rothstein, Christopher Leitch, and Dean Devlin."
Unknown (2006),Unknown is a 2006 American mystery thriller film directed by Simon Brand and written by Matthew Waynee.
Unknown (2011),"Unknown is a 2011 action-thriller film directed by Jaume Collet-Serra and starring Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, and Frank Langella."
"Unknown Known, The (2013)","""There are unknown unknowns"" is a phrase from a response United States Secretary of Defense Donald Rumsfeld gave to a question at a U.S. Department of Defense (DoD) news briefing on February 12, 2002, about the lack of evidence linking the government of Iraq with the supply of weapons of mass destruction to terrorist groups."
Unknown White Male (2005),"Unknown White Male is a 2005 documentary film directed by Rupert Murray, covering the life of his childhood friend Doug Bruce, a British resident of New York who appeared to suffer from sudden amnesia, who woke up on a subway train in Coney Island in 2003, not knowing who or where he was."
Unlawful Entry (1992),"Unlawful Entry is a 1992 American psychological thriller film directed by Jonathan Kaplan, and starring Kurt Russell, Madeleine Stowe and Ray Liotta."
Unleashed (Danny the Dog) (2005),"Unleashed (French: Danny the Dog) is a 2005 French British action thriller film directed by Louis Leterrier, written by Luc Besson, and co-produced by Jet Li and Besson."
Unprecedented: The 2000 Presidential Election (2002),"Unprecedented: The 2000 Presidential Election is a 2002 47-minute documentary directed and co-written by Richard Ray Pérez and Joan Sekler, and narrated by Peter Coyote, about the contested 2000 presidential election in Florida."
"Unreasonable Man, An (2006)","An Unreasonable Man is a 2006 documentary film that traces the life and career of political activist Ralph Nader, the founder of modern consumer protection in America and perennial presidential candidate."
"Unsinkable Molly Brown, The (1964)","The Unsinkable Molly Brown is a 1964 American Western musical comedy film directed by Charles Walters and starring Debbie Reynolds, filmed in Panavision."
Unstoppable (2010),"Unstoppable is a 2010 American disaster action thriller film directed and produced by Tony Scott, written by Mark Bomback, and starring Denzel Washington and Chris Pine."
Unstrung Heroes (1995),"Unstrung Heroes is a 1995 American comedy-drama film directed by Diane Keaton and starring  Andie MacDowell, John Turturro, Michael Richards, and Maury Chaykin."
Untamed Heart (1993),"Untamed Heart is a 1993 American romantic drama film directed by Tony Bill, written by Tom Sierchio, and starring Christian Slater and Marisa Tomei."
Unthinkable (2010),"Unthinkable is a 2010 American thriller film directed by Gregor Jordan and starring Samuel L. Jackson, Michael Sheen and Carrie-Anne Moss."
Until the End of the World (Bis ans Ende der Welt) (1991),Until the End of the World (German: Bis ans Ende der Welt; French: Jusqu'au bout du monde) is a 1991 epic science fiction adventure  drama film directed by Wim Wenders.
"Untouchables, The (1987)","The Untouchables is a 1987 American crime film directed by Brian De Palma, produced by Art Linson, and written by David Mamet."
Untraceable (2008),"Untraceable is a 2008 American psychological thriller film directed by Gregory Hoblit and starring Diane Lane, Colin Hanks, Billy Burke, and Joseph Cross."
"Unvanquished, The (Aparajito) (1957)","Aparajito (Bengali: অপরাজিত Ôporajito; The Unvanquished) is a 1956 Indian Bengali-language drama film written and directed by Satyajit Ray, and is the second part of The Apu Trilogy."
Unzipped (1995),Unzipped is a 1995 American documentary film directed by Douglas Keeve.
Up (2009),Up is a 2009 American animated comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures.
Up Close and Personal (1996),Up Close & Personal is a 1996 American romantic drama film directed by Jon Avnet from a screenplay written by Joan Didion and John Gregory Dunne.
Up at the Villa (2000),"Up at the Villa is a 2000 romantic drama film directed by Philip Haas and starring Kristin Scott Thomas, Anne Bancroft, James Fox, Derek Jacobi, and Sean Penn."
Up in the Air (2009),Up in the Air is a 2009 American comedy-drama film directed by Jason Reitman.
Upside Down (2012),"Upside Down (French: Un monde à l'envers) is a 2012 English-language Franco-Canadian romantic science fantasy film written and directed by Juan Diego Solanas and starring Jim Sturgess, Kirsten Dunst and Timothy Spall."
Upside Down: The Creation Records Story (2010),Upside Down: The Creation Records Story is a 2010 film by Document Productions which charts the story of Creation Records.
"Upside of Anger, The (2005)","The Upside of Anger is a 2005 American romantic comedy-drama film written and directed by Mike Binder and starring Joan Allen, Kevin Costner and Evan Rachel Wood."
Upstream Color (2013),"Upstream Color is a 2013 American experimental science fiction film written, directed, produced by, and starring Shane Carruth."
Uptown Girls (2003),"Uptown Girls is a 2003 American comedy drama film directed by Boaz Yakin and starring Brittany Murphy, Dakota Fanning, Heather Locklear, Marley Shelton, Donald Faison, and Jesse Spencer."
Urban Cowboy (1980),Urban Cowboy is a 1980 American romantic Western film directed by James Bridges.
Used People (1992),Used People is a 1992 romantic comedy film directed by Beeban Kidron.
"Usual Suspects, The (1995)",The Usual Suspects is a 1995 crime thriller film directed by Bryan Singer and written by Christopher McQuarrie.
V for Vendetta (2006),V for Vendetta is a 2005 dystopian political action film directed by James McTeigue (in his feature directorial debut) from a screenplay by the Wachowskis.
V. I. Warshawski (1991),"V.I. Warshawski is a 1991 American action comedy film directed by Jeff Kanew and starring Kathleen Turner, Jay O. Sanders, Charles Durning, Lynnie Godfrey, Anne Pitoniak, Geof Prysirr, Angela Goethals, Stephen Meadows, Frederick Coffin, Stephen Root and Wayne Knight."
V/H/S (2012),V/H/S is a 2012 American found footage horror anthology film and the first installment in the V/H/S franchise created by Brad Miska and Bloody Disgusting and produced by Miska and Roxanne Benjamin.
V/H/S/2 (2013),V/H/S/2 (originally titled S-VHS) is a 2013 found footage horror anthology film produced by Bloody Disgusting and Roxanne Benjamin.
Vacancy (2007),Vacancy is a 2007 American slasher film directed by Nimród Antal and written by Mark L. Smith.
Vacation (2015),Vacation is a 2015 American road comedy film written and directed by Jonathan Goldstein and John Francis Daley (in their directorial debuts).
Vagabond (Sans toit ni loi) (1985),"Vagabond (French: Sans toit ni loi, ""with neither shelter nor law"") is a 1985 French drama film directed by Agnès Varda, featuring Sandrine Bonnaire."
Valentine's Day (2010),Valentine's Day is a 2010 American romantic comedy film directed by Garry Marshall.
Valerian and the City of a Thousand Planets (2017),"Valerian and the City of a Thousand Planets  (French: Valérian et la Cité des mille planètes) is a 2017 space opera film written and directed by Luc Besson, and produced by his wife, Virginie Besson-Silla."
Valhalla Rising (2009),"Valhalla Rising is a 2009 English-language Danish period adventure film directed by Nicolas Winding Refn, co-written by Refn and Roy Jacobsen, and starring Mads Mikkelsen."
Valiant (2005),"Valiant is a 2005 animated comedy film produced by Vanguard Animation, Ealing Studios and Odyssey Entertainment, and released by Entertainment Film Distributors in the United Kingdom on March 25, 2005, and by Walt Disney Pictures in the United States on August 19."
Valkyrie (2008),"Valkyrie is a 2008 thriller film directed by Bryan Singer, written by Christopher McQuarrie and Nathan Alexander, starring Tom Cruise."
Valley Girl (1983),Valley Girl is a 1983 American teen romantic comedy film directed by Martha Coolidge and written and produced by Wayne Crawford and Andrew Lane.
Valmont (1989),"Valmont is a 1989 romantic drama film directed by Miloš Forman and starring Colin Firth, Annette Bening, and Meg Tilly."
Vampire Hunter D (1985),"Vampire Hunter D (Japanese: 吸血鬼ハンターD, Hepburn: Kyūketsuki Hantā Dī) is a 1985 Japanese fantasy horror OVA film produced by Ashi Productions, in association with Epic/Sony Records, CBS/Sony Group, and Movic."
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),"Vampire Hunter D: Bloodlust (吸血鬼ハンターD ブラッドラスト, Banpaia Hantā Dī: Buraddorasuto) is a 2000 dark fantasy vampire adventure anime film produced by Madhouse, Filmlink International, BMG Japan, Movic, Good Hill Vision, and Soft Capital."
Vampire in Brooklyn (1995),Vampire in Brooklyn is a 1995 American vampire comedy horror film directed by Wes Craven.
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),"Nosferatu the Vampyre (German: Nosferatu – Phantom der Nacht, lit. 'Nosferatu – Phantom of the Night') is a 1979 gothic horror film written and directed by Werner Herzog."
